Rust LOC Summary Report
Generated (UTC): 2025-12-13 00:02:18
Generated (Epoch Seconds): 1765584139
Root Directory: C:\zv9\zv9.SSXL-ext\rust
Target Extensions: rs, toml

------------------------------------------------------
 FILE LOC | Relative File Path
      394 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\path_follow_2d.rs
      517 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\path_follow_3d.rs
      378 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\pck_packer.rs
      456 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\performance.rs
      412 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physical_bone_2d.rs
      817 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physical_bone_3d.rs
      359 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physical_bone_simulator_3d.rs
      447 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physical_sky_material.rs
      269 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_body_2d.rs
      298 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_body_3d.rs
      718 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_direct_body_state_2d.rs
      266 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_direct_body_state_2d_extension.rs
      773 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_direct_body_state_3d.rs
      268 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_direct_body_state_3d_extension.rs
      266 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_direct_space_state_2d.rs
      257 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_direct_space_state_2d_extension.rs
      266 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_direct_space_state_3d.rs
      258 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_direct_space_state_3d_extension.rs
      307 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_material.rs
      325 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_point_query_parameters_2d.rs
      307 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_point_query_parameters_3d.rs
      396 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_ray_query_parameters_2d.rs
      414 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_ray_query_parameters_3d.rs
     2966 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_server_2d.rs
      386 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_server_2d_extension.rs
      126 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_server_2d_manager.rs
     3896 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_server_3d.rs
      434 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_server_3d_extension.rs
      126 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_server_3d_manager.rs
      242 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_server_3d_rendering_server_handler.rs
      379 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_shape_query_parameters_2d.rs
      379 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_shape_query_parameters_3d.rs
      343 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_test_motion_parameters_2d.rs
      361 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_test_motion_parameters_3d.rs
      334 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_test_motion_result_2d.rs
      676 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\physics_test_motion_result_3d.rs
      382 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\pin_joint_2d.rs
      360 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\pin_joint_3d.rs
      260 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\placeholder_cubemap.rs
      260 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\placeholder_cubemap_array.rs
      249 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\placeholder_material.rs
      264 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\placeholder_mesh.rs
      273 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\placeholder_texture_2d.rs
      260 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\placeholder_texture_2d_array.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\placeholder_texture_3d.rs
      140 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\placeholder_texture_layered.rs
      431 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\plane_mesh.rs
      328 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\point_light_2d.rs
      264 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\point_mesh.rs
      610 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\polygon_2d.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\polygon_occluder_3d.rs
      307 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\polygon_path_finder.rs
      314 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\popup.rs
     2024 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\popup_menu.rs
      274 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\popup_panel.rs
      495 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\portable_compressed_texture_2d.rs
      394 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\primitive_mesh.rs
      354 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\prism_mesh.rs
      501 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\procedural_sky_material.rs
      464 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\progress_bar.rs
      406 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\project_settings.rs
      281 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\property_tweener.rs
      270 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\quad_mesh.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\quad_occluder_3d.rs
      360 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\random_number_generator.rs
      584 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\range.rs
      520 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\ray_cast_2d.rs
      574 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\ray_cast_3d.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_attachment_format.rs
      309 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_framebuffer_pass.rs
      289 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_pipeline_color_blend_state.rs
      424 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_pipeline_color_blend_state_attachment.rs
      595 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_pipeline_depth_stencil_state.rs
      325 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_pipeline_multisample_state.rs
      415 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_pipeline_rasterization_state.rs
      253 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_pipeline_specialization_constant.rs
      487 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_sampler_state.rs
      354 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_shader_file.rs
      253 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_shader_source.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_shader_spirv.rs
      433 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_texture_format.rs
      307 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_texture_view.rs
      280 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_uniform.rs
      307 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rd_vertex_attribute.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rectangle_shape_2d.rs
      355 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\reference_rect.rs
      687 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\reflection_probe.rs
      247 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\ref_counted.rs
      520 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\reg_ex.rs
      391 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\reg_ex_match.rs
      367 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\remote_transform_2d.rs
      358 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\remote_transform_3d.rs
     7619 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rendering_device.rs
    14012 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rendering_server.rs
      137 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\render_data.rs
      229 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\render_data_extension.rs
      217 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\render_data_rd.rs
      113 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\render_scene_buffers.rs
      397 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\render_scene_buffers_configuration.rs
      238 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\render_scene_buffers_extension.rs
      688 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\render_scene_buffers_rd.rs
      155 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\render_scene_data.rs
      235 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\render_scene_data_extension.rs
      217 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\render_scene_data_rd.rs
      642 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource.rs
      337 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_format_loader.rs
      232 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_format_saver.rs
      176 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_bit_map.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_bm_font.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_csv_translation.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_dynamic_font.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_image.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_image_font.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_layered_texture.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_mp3.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_obj.rs
      244 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_ogg_vorbis.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_scene.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_shader_file.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_svg.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_texture.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_texture_atlas.rs
      226 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_importer_wav.rs
      494 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_loader.rs
      307 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_preloader.rs
      387 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_saver.rs
      218 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\resource_uid.rs
      472 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\retarget_modifier_3d.rs
      444 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\ribbon_trail_mesh.rs
      238 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rich_text_effect.rs
     2736 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rich_text_label.rs
     1416 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rigid_body_2d.rs
     1295 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\rigid_body_3d.rs
      358 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\root_motion_view.rs
      572 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\scene_multiplayer.rs
      466 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\scene_replication_config.rs
      430 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\scene_state.rs
     1172 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\scene_tree.rs
      168 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\scene_tree_timer.rs
      306 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\script.rs
      405 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\script_backtrace.rs
      379 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\script_create_dialog.rs
      297 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\script_editor.rs
      426 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\script_editor_base.rs
      298 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\script_extension.rs
      188 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\script_language.rs
      623 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\script_language_extension.rs
      177 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\scroll_bar.rs
      662 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\scroll_container.rs
      277 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\segment_shape_2d.rs
      277 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\separation_ray_shape_2d.rs
      277 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\separation_ray_shape_3d.rs
      110 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\separator.rs
      373 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\shader.rs
      253 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\shader_globals_override.rs
      253 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\shader_include.rs
      238 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\shader_include_db.rs
      285 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\shader_material.rs
      179 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\shape_2d.rs
      152 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\shape_3d.rs
      592 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\shape_cast_2d.rs
      610 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\shape_cast_3d.rs
      280 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\shortcut.rs
      368 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\skeleton_2d.rs
     1189 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\skeleton_3d.rs
      512 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\skeleton_ik_3d.rs
      454 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\skeleton_modifier_3d.rs
      619 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\skeleton_profile.rs
      241 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\skeleton_profile_humanoid.rs
      334 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\skin.rs
      122 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\skin_reference.rs
      477 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\sky.rs
      358 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\slider.rs
      464 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\slider_joint_3d.rs
      747 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\soft_body_3d.rs
      354 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\sphere_mesh.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\sphere_occluder_3d.rs
      259 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\sphere_shape_3d.rs
      454 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\spin_box.rs
      688 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\split_container.rs
      274 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\spot_light_3d.rs
      367 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\spring_arm_3d.rs
      340 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\spring_bone_collision_3d.rs
      337 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\spring_bone_collision_capsule_3d.rs
      265 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\spring_bone_collision_plane_3d.rs
      301 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\spring_bone_collision_sphere_3d.rs
     1267 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\spring_bone_simulator_3d.rs
      575 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\sprite_2d.rs
      479 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\sprite_3d.rs
      597 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\sprite_base_3d.rs
      478 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\sprite_frames.rs
      255 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\standard_material_3d.rs
      349 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\static_body_2d.rs
      334 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\static_body_3d.rs
      380 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\status_indicator.rs
      567 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\stream_peer.rs
      295 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\stream_peer_buffer.rs
      253 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\stream_peer_extension.rs
      423 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\stream_peer_tcp.rs
      401 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\stream_peer_tls.rs
      326 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\style_box.rs
      251 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\style_box_empty.rs
      539 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\style_box_flat.rs
      341 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\style_box_line.rs
      490 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\style_box_texture.rs
      227 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\subtween_tweener.rs
      513 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\sub_viewport.rs
      370 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\sub_viewport_container.rs
      913 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\surface_tool.rs
      280 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\syntax_highlighter.rs
      529 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\system_font.rs
     1274 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tab_bar.rs
     1043 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tab_container.rs
      308 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tcp_server.rs
      235 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture.rs
      478 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_2d.rs
      269 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_2d_array.rs
      260 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_2d_array_rd.rs
      282 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_2d_rd.rs
      310 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_3d.rs
      271 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_3d_rd.rs
      590 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_button.rs
      260 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_cubemap_array_rd.rs
      260 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_cubemap_rd.rs
      388 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_layered.rs
      131 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_layered_rd.rs
      651 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_progress_bar.rs
      580 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\texture_rect.rs
     5266 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\text_edit.rs
      784 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\text_line.rs
      588 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\text_mesh.rs
     1239 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\text_paragraph.rs
     5018 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\text_server.rs
      795 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\text_server_advanced.rs
      795 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\text_server_dummy.rs
      789 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\text_server_extension.rs
      253 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\text_server_manager.rs
      957 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\theme.rs
      262 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\theme_db.rs
      827 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tile_data.rs
     1455 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tile_map.rs
     1071 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tile_map_layer.rs
      376 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tile_map_pattern.rs
     1834 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tile_set.rs
      887 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tile_set_atlas_source.rs
      377 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tile_set_scenes_collection_source.rs
      161 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tile_set_source.rs
      782 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\time.rs
      552 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\timer.rs
      266 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tls_options.rs
      336 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\torus_mesh.rs
      584 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\touch_screen_button.rs
      516 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\translation.rs
      552 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\translation_domain.rs
      453 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\translation_server.rs
     1608 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tree.rs
     1659 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tree_item.rs
      253 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\triangle_mesh.rs
      408 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tube_trail_mesh.rs
     1010 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tween.rs
      150 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\tweener.rs
      335 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\udp_server.rs
      659 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\undo_redo.rs
      220 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\uniform_set_cache_rd.rs
      724 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\upnp.rs
      569 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\upnp_device.rs
      343 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\vehicle_body_3d.rs
      565 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\vehicle_wheel_3d.rs
      256 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\video_stream.rs
      325 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\video_stream_playback.rs
      617 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\video_stream_player.rs
      244 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\video_stream_theora.rs
     2765 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\viewport.rs
      282 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\viewport_texture.rs
      387 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\visible_on_screen_enabler_2d.rs
      387 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\visible_on_screen_enabler_3d.rs
      386 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\visible_on_screen_notifier_2d.rs
      359 LOC | target\debug\build\godot-core-5f3efce58b7ad2ef\out\classes\visible_on_screen_notifier_3d.rs
