SSXL-ext Live LOC Report
Generated (UTC): 2025-11-11 02:37:41
Generated (Epoch Seconds): 1762828662
Root Directories: .\rust, .\SSXL_engine_tester
Target Extensions: rs, gd, gdc, toml, md

------------------------------------------------------
 FILE LOC | Relative File Path
      233 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_scene_format_importer_gltf.rs
      233 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_scene_format_importer_ufbx.rs
      227 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_scene_post_import.rs
      423 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_scene_post_import_plugin.rs
      244 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_script.rs
      353 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_script_picker.rs
      309 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_selection.rs
      517 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_settings.rs
      570 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_spin_slider.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_syntax_highlighter.rs
      247 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_toaster.rs
      221 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_translation_parser_plugin.rs
      517 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_undo_redo_manager.rs
      474 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\editor_vcs_interface.rs
      233 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\encoded_object_as_id.rs
      911 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\enet_connection.rs
      406 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\enet_multiplayer_peer.rs
      610 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\enet_packet_peer.rs
      512 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\engine.rs
      438 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\engine_debugger.rs
      224 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\engine_profiler.rs
     2474 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\environment.rs
      346 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\expression.rs
      289 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\external_texture.rs
     1124 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\fast_noise_lite.rs
      239 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\fbx_document.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\fbx_state.rs
     1300 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\file_access.rs
     1162 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\file_dialog.rs
      406 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\file_system_dock.rs
      551 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\flow_container.rs
      355 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\fog_material.rs
      320 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\fog_volume.rs
      609 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\foldable_container.rs
      315 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\foldable_group.rs
     1321 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\font.rs
     1193 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\font_file.rs
      365 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\font_variation.rs
      218 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\framebuffer_cache_rd.rs
      333 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gdextension.rs
      347 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gdextension_manager.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gdscript.rs
      263 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gdscript_syntax_highlighter.rs
      653 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\generic6_dof_joint_3d.rs
      649 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\geometry_2d.rs
      315 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\geometry_3d.rs
      900 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\geometry_instance_3d.rs
      724 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_accessor.rs
      287 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_animation.rs
      350 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_buffer_view.rs
      359 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_camera.rs
      800 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_document.rs
      302 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_document_extension.rs
      308 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_document_extension_convert_importer_mesh.rs
      395 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_light.rs
      323 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_mesh.rs
      558 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_node.rs
      495 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_object_model_property.rs
      413 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_physics_body.rs
      487 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_physics_shape.rs
      332 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_skeleton.rs
      413 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_skin.rs
      323 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_spec_gloss.rs
      859 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_state.rs
      269 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_texture.rs
      305 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gltf_texture_sampler.rs
     1031 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_2d.rs
     1144 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_3d.rs
      180 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_attractor_3d.rs
      290 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_attractor_box_3d.rs
      290 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_attractor_sphere_3d.rs
      308 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_attractor_vector_field_3d.rs
      126 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_collision_3d.rs
      290 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_collision_box_3d.rs
      541 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_collision_height_field_3d.rs
      469 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_collision_sdf_3d.rs
      290 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gpu_particles_collision_sphere_3d.rs
      540 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gradient.rs
      307 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gradient_texture_1d.rs
      536 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\gradient_texture_2d.rs
      329 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\grid_container.rs
      836 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\grid_map.rs
      401 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\grid_map_editor_plugin.rs
      308 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\groove_joint_2d.rs
      319 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\hashing_context.rs
      320 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\height_map_shape_3d.rs
      491 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\hinge_joint_3d.rs
      242 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\hmac_context.rs
     1089 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\http_client.rs
      738 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\http_request.rs
      317 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\h_box_container.rs
      317 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\h_flow_container.rs
      314 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\h_scroll_bar.rs
      305 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\h_separator.rs
      314 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\h_slider.rs
      317 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\h_split_container.rs
     2262 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\image.rs
      184 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\image_format_loader.rs
      245 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\image_format_loader_extension.rs
      307 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\image_texture.rs
      269 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\image_texture_3d.rs
      129 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\image_texture_layered.rs
      380 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\immediate_mesh.rs
      542 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\importer_mesh.rs
      437 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\importer_mesh_instance_3d.rs
     1431 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input.rs
      471 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event.rs
      302 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_action.rs
      126 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_from_window.rs
      132 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_gesture.rs
      284 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_joypad_button.rs
      275 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_joypad_motion.rs
      422 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_key.rs
      275 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_magnify_gesture.rs
      383 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_midi.rs
      168 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_mouse.rs
      329 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_mouse_button.rs
      383 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_mouse_motion.rs
      275 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_pan_gesture.rs
      407 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_screen_drag.rs
      317 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_screen_touch.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_shortcut.rs
      219 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_event_with_modifiers.rs
      306 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\input_map.rs
      210 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\instance_placeholder.rs
      216 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\interval_tweener.rs
      511 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\ip.rs
     1514 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\item_list.rs
      189 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\joint_2d.rs
      186 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\joint_3d.rs
      485 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\json.rs
      423 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\json_rpc.rs
      369 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\kinematic_collision_2d.rs
      718 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\kinematic_collision_3d.rs
      777 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\label.rs
      994 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\label_3d.rs
      667 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\label_settings.rs
      102 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\lightmapper.rs
      221 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\lightmapper_rd.rs
     1035 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\lightmap_gi.rs
      418 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\lightmap_gi_data.rs
      257 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\lightmap_probe.rs
      550 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\light_2d.rs
      640 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\light_3d.rs
      320 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\light_occluder_2d.rs
      840 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\line_2d.rs
     1635 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\line_edit.rs
      514 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\link_button.rs
      303 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\logger.rs
      901 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\look_at_modifier_3d.rs
      333 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\main_loop.rs
      311 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\margin_container.rs
      284 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\marker_2d.rs
      275 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\marker_3d.rs
      234 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\marshalls.rs
      298 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\material.rs
      515 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\menu_bar.rs
      426 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\menu_button.rs
     1025 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\mesh.rs
      521 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\mesh_convex_decomposition_settings.rs
      594 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\mesh_data_tool.rs
      348 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\mesh_instance_2d.rs
      616 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\mesh_instance_3d.rs
      431 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\mesh_library.rs
      316 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\mesh_texture.rs
      243 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\method_tweener.rs
      305 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\missing_node.rs
      269 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\missing_resource.rs
      401 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\mobile_vr_interface.rs
     3429 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\mod.rs
      311 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\modifier_bone_target_3d.rs
      229 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\movie_writer.rs
      497 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\multiplayer_api.rs
      248 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\multiplayer_api_extension.rs
      525 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\multiplayer_peer.rs
      273 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\multiplayer_peer_extension.rs
      460 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\multiplayer_spawner.rs
      618 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\multiplayer_synchronizer.rs
      634 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\multi_mesh.rs
      348 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\multi_mesh_instance_2d.rs
      290 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\multi_mesh_instance_3d.rs
     1403 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\native_menu.rs
      106 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\navigation_mesh_generator.rs
      530 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\nine_patch_rect.rs
     3007 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\node.rs
      631 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\node_2d.rs
     1162 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\node_3d.rs
      102 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\node_3d_gizmo.rs
      390 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\noise.rs
      460 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\noise_texture_2d.rs
      386 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\noise_texture_3d.rs
     1043 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\object.rs
      123 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\occluder_3d.rs
      338 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\occluder_instance_3d.rs
      364 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\occluder_polygon_2d.rs
      227 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\offline_multiplayer_peer.rs
      296 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\ogg_packet_sequence.rs
      215 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\ogg_packet_sequence_playback.rs
      362 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\omni_light_3d.rs
      241 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xrip_binding_modifier.rs
      369 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_action.rs
      241 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_action_binding_modifier.rs
      368 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_action_map.rs
      314 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_action_set.rs
      319 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_analog_threshold_modifier.rs
      706 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_api_extension.rs
      105 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_binding_modifier.rs
      381 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_binding_modifier_editor.rs
      762 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_composition_layer.rs
      335 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_composition_layer_cylinder.rs
      353 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_composition_layer_equirect.rs
      281 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_composition_layer_quad.rs
      409 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_dpad_binding_modifier.rs
      406 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_extension_wrapper.rs
      394 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_extension_wrapper_extension.rs
      458 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_future_extension.rs
      270 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_future_result.rs
      653 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_hand.rs
      105 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_haptic_base.rs
      293 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_haptic_vibration.rs
      323 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_interaction_profile.rs
      329 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_interaction_profile_editor.rs
      126 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_interaction_profile_editor_base.rs
      245 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_interaction_profile_metadata.rs
     1719 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_interface.rs
      359 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_ip_binding.rs
      330 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_render_model.rs
      611 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_render_model_extension.rs
      448 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_render_model_manager.rs
      266 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\open_xr_visibility_mask.rs
      254 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\optimized_translation.rs
      862 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\option_button.rs
      253 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\orm_material_3d.rs
     1587 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\os.rs
      251 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\packed_data_container.rs
      111 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\packed_data_container_ref.rs
      388 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\packed_scene.rs
      248 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\packet_peer.rs
      381 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\packet_peer_dtls.rs
      238 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\packet_peer_extension.rs
      275 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\packet_peer_stream.rs
      382 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\packet_peer_udp.rs
      299 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\panel.rs
      311 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\panel_container.rs
      301 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\panorama_sky_material.rs
      365 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\parallax_background.rs
      320 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\parallax_layer.rs
     1697 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\particle_process_material.rs
      284 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\path_2d.rs
      366 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\path_3d.rs
      392 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\path_follow_2d.rs
      515 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\path_follow_3d.rs
      376 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\pck_packer.rs
      454 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\performance.rs
      410 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physical_bone_2d.rs
      815 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physical_bone_3d.rs
      357 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physical_bone_simulator_3d.rs
      445 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physical_sky_material.rs
      267 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_body_2d.rs
      296 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_body_3d.rs
      716 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_direct_body_state_2d.rs
      264 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_direct_body_state_2d_extension.rs
      771 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_direct_body_state_3d.rs
      266 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_direct_body_state_3d_extension.rs
      264 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_direct_space_state_2d.rs
      255 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_direct_space_state_2d_extension.rs
      264 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_direct_space_state_3d.rs
      256 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_direct_space_state_3d_extension.rs
      305 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_material.rs
      323 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_point_query_parameters_2d.rs
      305 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_point_query_parameters_3d.rs
      394 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_ray_query_parameters_2d.rs
      412 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_ray_query_parameters_3d.rs
     2964 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_server_2d.rs
      384 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_server_2d_extension.rs
      124 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_server_2d_manager.rs
     3894 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_server_3d.rs
      432 LOC | rust\target\debug\build\godot-core-820f7e8fc392c279\out\classes\physics_server_3d_extension.rs
